Headline;Summary;Organization;Category;File format;Views;Tags;URL
Rūpniecības produktu kodu saraksts;"Informācija par Rūpniecības produktu kodu sarakstiem publicēta: 

par 2019. gadu https://www.csp.gov.lv/lv/klasifikacija/rupniecibas-produktu-kodu-saraksts-2019,
par 2020. gadu https://www.csp.gov.lv/lv/klasifikacija/rupniecibas-produktu-kodu-saraksts-2020.

Rūpniecības produktu kodu saraksts (katra gada atbilstošā versija) nodrošina vienotu informācijas kodēšanu par rūpniecisko ražošanu valstī. Nacionālie rūpniecības produktu kodi ir apvienoti ar ES Rūpniecības produkcijas klasifikācijas (PRODCOM List) kodiem vienā sarakstā, kuram ir papildu 4. līmenis (koda 9. un 10. zīme), pie tam papildu pozīcijas tiek veidotas kā PRODCOM List satura precīzs sadalījums.
ES Rūpniecības produkcijas klasifikāciju skatīt https://data.gov.lv/dati/dataset/prodcom.";Centrālā statistikas pārvalde;Ekonomika un uzņēmējdarbība, ;CSV, ;118 skatījumi;preces, produkcija, rūpnieciskie pakalp..., rūpniecība, ;https://data.gov.lv/dati/lv/dataset/prodcom-lv
ES Rūpniecības produkcijas klasifikācija 2019 (PRODCOM List 2019);"Informācija par Rūpniecības produkcijas klasifikāciju publicēta https://www.csp.gov.lv/lv/klasifikacija/rupniecibas-produkcijas-klasifikacija-2019 un Eurostat metadatu serverī https://ec.europa.eu/eurostat/ramon/nomenclatures/index.cfm?TargetUrl=LST_NOM_DTL&StrNom=PRD_2019&StrLanguageCode=LV&IntPcKey=&StrLayoutCode=HIERARCHIC&IntCurrentPage=1.
PRODCOM klasifikācija nodrošina ar citām valstīm salīdzināmu statistiku par saražotās rūpniecības produkcijas realizāciju naturālā izteiksmē un vērtības izteiksmē. Ražojumu saraksts ir vajadzīgs, lai tuvinātu ražošanas statistiku un ārējās tirdzniecības statistiku, kā arī veiktu salīdzinājumu ar  Preču statistisko klasifikāciju pēc saimniecības nozarēm (CPA).
Nacionālo Rūpniecības produktu kodu sarakstu skatīt https://data.gov.lv/dati/dataset/prodcom-lv.";Centrālā statistikas pārvalde;Ekonomika un uzņēmējdarbība, ;CSV, ;74 skatījumi;preces, ražojumi, rūpniecības produkcija, ;https://data.gov.lv/dati/lv/dataset/prodcom
Teritorijas;"Centrālās statistikas pārvaldes Latvijas Atvērto datu portālā publicētajos datos izmantotie teritoriju kodi.
Administratīvo teritoriju, teritoriālo vienību un statistisko reģionu klasifikators publicēts https://data.gov.lv/dati/dataset/atvk.
Blīvi apdzīvotas teritorijas publicētas https://data.gov.lv/dati/dataset/bat.
Apkaimes publicētas https://data.gov.lv/dati/dataset/apkaimes.";Centrālā statistikas pārvalde;Reģioni un pašvaldības, ;TSV, ;120 skatījumi;administratīvā teri..., apkaime, bat, blīvi apdzīvota ter..., novads, pagasts, pilsēta, reģions, ;https://data.gov.lv/dati/lv/dataset/teritorijas_csb
Kombinētā nomenklatūra;"Informācija par Kombinēto nomenklatūru publicēta:

par 2020. gadu https://e.csb.gov.lv/HelpDesk/UI/Page.aspx?pid=436,
par 2021. gadu https://e.csb.gov.lv/HelpDesk/UI/Page.aspx?pid=452.

Muitas klasifikācija (katra gada atbilstošā versija) tiek izmantota ārējās tirdzniecības statistikas datu apkopošanai un publicēšanai par preču kustību starp Eiropas Savienību un trešajām valstīm ar mērķi nodrošināt starptautiski salīdzināmu statistiku par ārējo tirdzniecību.";Centrālā statistikas pārvalde;Ekonomika un uzņēmējdarbība, Ārlietas, ;CSV, ;138 skatījumi;muita, muitas deklarācijas, prece, ;https://data.gov.lv/dati/lv/dataset/kombineta-nomenklatura
ES Būvju klasifikācija / Classification of Types of Constructions (CC 1998);"Informācija par Būvju klasifikāciju publicēta Eurostat matadatu serverī https://ec.europa.eu/eurostat/ramon/nomenclatures/index.cfm?TargetUrl=LST_NOM_DTL&StrNom=CC_1998&StrLanguageCode=LV&IntPcKey=&StrLayoutCode=HIERARCHIC&IntCurrentPage=1.
Klasifikācija nodrošina vienotu būvju (ēku un inženierbūvju) kodēšanu ES valstīs pēc lietošanas veida. Tiek izmantota būvniecības definīciju un būvniecības procesa normatīvo aktu izstrādei, būvju ekspluatācijas procesa raksturošanai.";Centrālā statistikas pārvalde;Ekonomika un uzņēmējdarbība, Ārlietas, ;CSV, ;65 skatījumi;būves, ēkas, ;https://data.gov.lv/dati/lv/dataset/es-buvju-klasifikacija
Institucionālo sektoru klasifikācija;"Uzņēmumi atbilstoši Institucionālo sektoru klasifikācijai.
Informācija par institucionālo sektoru klasifikāciju publicēta https://www.csp.gov.lv/lv/klasifikacija/institucionalo-sektoru-klasifikacija-nacionala.";Centrālā statistikas pārvalde;Ekonomika un uzņēmējdarbība, ;HTML, ;204 skatījumi;institucionālie sek..., uzņēmumi, ;https://data.gov.lv/dati/lv/dataset/isk
Nodarbināto iedzīvotāju svārstmigrācija starp administratīvajām teritorijām (2011. gada tautas skaitīšanas dati);"Jaunākus un detalizētākus datus skatīt https://data.gov.lv/dati/dataset/tea.
Nodarbināto iedzīvotāju svārstmigrācija starp administratīvajām teritorijām 01.03.2011. Dati veidoti, apstrādājot labotu 2011. gada tautas skaitīšanā iegūto informāciju par dzīves un darba vietas adresēm. Norādītas teritorijas, starp kurām svārstmigrācijas plūsmas veido vismaz 10 iedzīvotāji.
Tautas skaitīšanas anketās ne vienmēr tika norādīta vietējās darbības vienības adrese, tās vietā neidentificētā skaitā anketu izmantota juridiskā adrese. Minētais faktors jāņem vērā, veicot datu analīzi.
Piemēram, ja uzņēmumam ir filiāles visā Latvijā (piemēram, VAS ""Latvijas Pasts"", SIA ""MAXIMA Latvija"", SIA ""RIMI LATVIA""),  daļā tautas skaitīšanas anketu, iespējams, nav norādīta struktūrvienības adrese, bet gan juridiskā adrese. Līdz ar to iedzīvotāju darba vietas atradīsies uzņēmumu juridiskās adreses teritorijā (piemēram, Rīgā).
Administratīvo teritoriju klasifikators publicēts https://data.gov.lv/dati/dataset/atvk.";Centrālā statistikas pārvalde;Ekonomika un uzņēmējdarbība, Iedzīvotāji un sabiedrība, Reģioni un pašvaldības, ;CSV, JSON, ;631 skatījumi;administratīvā teri..., migrācija, nodarbinātība, novads, pilsēta, ;https://data.gov.lv/dati/lv/dataset/svarstmigracija-2011
Administratīvās teritorijas – 2021;"Administratīvo teritoriju robežas no 2021. gada 1. jūlija (atbilstoši Administratīvo teritoriju un apdzīvoto vietu likuma redakcijai, kas stājās spēkā 2021. gada 20. martā); Dati sagatavoti, izmantojot Valsts zemes dienesta Valsts adrešu reģistra informācijas sistēmas ģeotelpiskos datus";Vides aizsardzības un reģionālās attīstības ministrija;Reģioni un pašvaldības, ;SHP, AI, SVG, EPS, ;1853 skatījumi;ATR, administratīvās ter..., novads, novadu reforma, pašvaldības, pilsēta, robežas, ;https://data.gov.lv/dati/lv/dataset/atr
Mājsaimniecību budžeta apsekojuma individuālie dati mācībām;Mācību procesā izmantojami stingri anonimizēti Mājsaimniecību budžeta apsekojuma dati, kuri ir līdzvērtīgi statistiķu izmantotajiem, taču, lai nodrošinātu respondentu sniegtās informācijas konfidencialitāti, ir dzēsti vai mainīti identificējoši rādītāji. Dati sagatavoti SPSS formātā, bet to atvēršanai un darbam ar tiem var izmantot arī bezmaksas programmatūru, piemēram, PSPP: http://www.gnu.org/software/pspp/.;Centrālā statistikas pārvalde;Iedzīvotāji un sabiedrība, ;CSV, SAV, PDF, ;568 skatījumi;PUF, mājsaimniecību budžets, ;https://data.gov.lv/dati/lv/dataset/majsaimniecibu-budzets
Ienākumu un dzīves apstākļu apsekojuma (EU-SILC) individuālie dati mācībām;Mācību procesā izmantojami stingri anonimizēti Ienākumu un dzīves apstākļu apsekojuma (EU-SILC) dati, kuri ir līdzvērtīgi statistiķu izmantotajiem, taču, lai nodrošinātu respondentu sniegtās informācijas konfidencialitāti, ir dzēsti vai mainīti identificējoši rādītāji. Dati sagatavoti SPSS formātā, bet to atvēršanai un darbam ar tiem var izmantot arī bezmaksas programmatūru, piemēram, PSPP: http://www.gnu.org/software/pspp/.;Centrālā statistikas pārvalde;Iedzīvotāji un sabiedrība, ;CSV, SAV, PDF, ;2355 skatījumi;EU-SILC, PUF, ;https://data.gov.lv/dati/lv/dataset/eu-silc
Preču statistiskā klasifikācija pēc saimniecības nozarēm, 2.1. redakcija;"Informācija par Preču statistisko klasifikāciju pēc saimniecības nozarēm publicēta https://www.csp.gov.lv/lv/klasifikacija/precu-statistiska-klasifikacija-pec-saimniecibas-nozarem-21-redakcija.
ES Preču statistiskā klasifikācija pēc saimniecības nozarēm, kas nosaka saimnieciskās darbības produkciju vai pakalpojumus, kuri ir piesaistīti NACE 2. red. definētajām darbībām. 
Klasifikāciju veido:
•   pirmais līmenis ar pozīcijām, kuras identificētas ar alfabēta kodu (iedaļas);
•   otrais līmenis ar pozīcijām, kuras identificētas ar divu zīmju ciparu kodu (nodaļas);
•   trešais līmenis ar pozīcijām, kuras identificētas ar trīs zīmju ciparu kodu (grupas);
•   ceturtais līmenis ar pozīcijām, kuras identificētas ar četru zīmju ciparu kodu (klases);
•   piektais līmenis ar pozīcijām, kuras identificētas ar piecu zīmju ciparu kodu (kategorijas); un
•   sestais līmenis ar pozīcijām, kuras identificētas ar sešu zīmju ciparu kodu (apakškategorijas).";Centrālā statistikas pārvalde;Ekonomika un uzņēmējdarbība, Ārlietas, ;CSV, ;136 skatījumi;pakalpojumi, prece, saimnieciskās darbī..., ;https://data.gov.lv/dati/lv/dataset/precu-statistiska-klasifikacija-pec-saimniecibas-nozarem-2-1-redakcija
Tautību klasifikators;Informācija par tautību klasifikatoru publicēta https://www.csp.gov.lv/lv/klasifikacija/tautibu-klasifikators.;Centrālā statistikas pārvalde;Iedzīvotāji un sabiedrība, ;CSV, JSON, ;430 skatījumi;etniskā piederība, tautība, ;https://data.gov.lv/dati/lv/dataset/tautibas
Oficiālās statistikas portāls;Oficiālās statistikas programmas ietvaros publicētie dati.;Centrālā statistikas pārvalde;Ekonomika un uzņēmējdarbība, Enerģija, Iedzīvotāji un sabiedrība, Izglītība un sports, Kultūra, Reģioni un pašvaldības, Tieslietas, iekšlietas un drošība, Transports, Valsts pārvalde, Veselība, Vide, Zemkopība, pārtika un mežsaimniecība, Zinātne un tehnoloģijas, Ārlietas, ;HTML, ;2662 skatījumi;oficiālā statistika, ;https://data.gov.lv/dati/lv/dataset/osp
Profesijas;Centrālās statistikas pārvaldes Latvijas Atvērto datu portālā publicētajos datos izmantotie profesiju kodi. Nav iekļautas Nacionālo bruņoto spēku profesijas. Informācija par profesiju klasifikatoru publicēta https://www.csp.gov.lv/lv/klasifikacija/profesiju-klasifikators. Aktuālo profesiju klasifikatoru skatīt https://www.lm.gov.lv/lv/klasifikacija/profesiju-klasifikators-0.;Centrālā statistikas pārvalde;Iedzīvotāji un sabiedrība, ;TSV, ;35 skatījumi;profesijas, profesiju klasifika..., ;https://data.gov.lv/dati/lv/dataset/profesijas_csb
Saimniecisko darbību statistiskā klasifikācija Eiropas Kopienā, 2. redakcija;"Informācija par Saimniecisko darbību statistisko klasifikāciju publicēta  https://www.csp.gov.lv/lv/klasifikacija/nace-saimniecisko-darbibu-statistiska-klasifikacija-eiropas-kopiena-2-redakcija
ES saimniecisko darbību statistiskā klasifikācija, kas nosaka saimniecisko darbības veidu ražošanas vai citām institucionālajām vienībām.
Klasifikāciju veido:


Pirmais līmenis ar pozīcijām, kuras identificētas ar alfabēta kodu (sadaļas);


Otrais līmenis ar pozīcijām, kuras identificētas ar divu zīmju ciparu kodu (nodaļas);


Trešais līmenis ar pozīcijām, kuras identificētas ar trīs zīmju ciparu kodu (grupas) un


Ceturtais līmenis ar pozīcijām, kuras identificētas ar četru zīmju ciparu kodu (klases).";Centrālā statistikas pārvalde;Ekonomika un uzņēmējdarbība, Ārlietas, ;CSV, JSON, TSV, ;1573 skatījumi;nace, saimnieciskās darbī..., ;https://data.gov.lv/dati/lv/dataset/nace2
Apkaimes;Pilsētu apkaimju robežas, kas papildinātas ar CSP statistisko datu publicēšanā izmantotajiem teritoriju kodiem. Rīgai atbilst opendata.riga.lv savulaik publicētajiem datiem, Valmierai pašvaldības sniegti dati, robežas lielākoties sakrīt ar NĪVKIS zemes vienību robežām 07.01.2020.;Centrālā statistikas pārvalde;Reģioni un pašvaldības, ;SHP, ;1388 skatījumi;apkaime, robeža, rīga, valmiera, ;https://data.gov.lv/dati/lv/dataset/apkaimes
"Latvijas augstākās izglītības iestāžu 2017. un 2018.gada absolventi;  2018. un 2019. taksācijas/ monitoringa gados";Informācija par augstākās izglītības iestāžu absolventiem (absolventu monitorings),  atbilstīgi 2019. gada 25. jūnija Ministru kabineta noteikumiem Nr. 276 „Valsts izglītības informācijas sistēmas noteikumi”;Izglītības un zinātnes ministrija;Izglītība un sports, ;CSV, word, ;1673 skatījumi;absolventi, augstākā izglītība, monitoringa tīkls, ;https://data.gov.lv/dati/lv/dataset/latvijas-augstakas-izglitibas-iestazu-2017-un-2018-gada-absolventi
Māksliniecisko kolektīvu statistika;Māksliniecisko kolektīvu ikgadējā statistika, kas tiek iesniegta Latvijas kultūras datu portālā https://www.kulturasdati.lv. Tiek atrādīti tikai sistēmā apstiprinātie dati.;Kultūras informācijas sistēmu centrs;Kultūra, ;CSV, ;409 skatījumi;mākslinieciski kole..., stastistika, ;https://data.gov.lv/dati/lv/dataset/maksliniecisko-kolektivu-statistika
Darbinieku prasījumi;Darbinieku prasījumi, kas apmierināti no darbinieku prasījumu garantiju fonda.;Maksātnespējas kontroles dienests;Tieslietas, iekšlietas un drošība, ;CSV, XLS, ;547 skatījumi;administrators, darbinieku prasījumi, garantiju fonds, maksātnespēja, maksātnespējas process, tiesiskā aizsardzība, ;https://data.gov.lv/dati/lv/dataset/darbinieku-prasijumi-2009
Traktortehnikas un tās piekabju ikgadējās valsts tehniskās apskates grafiki (plānotās);"Valsts tehniskās uzraudzības aģentūra (VTUA) atgādina, lai piedalītos ceļu satiksmē, t.sk., arī pirms pavasara darbu uzsākšanas, traktortehnika un tās piekabes jāsagatavo un jāuzrāda ikgadējai tehniskajai apskatei.
Ieteikums - lejupielādējot pielikumu, sākt meklēt pēc novada un vietas vai izvēlēties VTUA tīmekļa vietni (www.vtua.gov.lv), sadaļu ""Tehniskās apskates"" un meklēt kartē vajadzīgo laiku vai traktortehnikai pietuvināto apskates vietu.";Valsts tehniskās uzraudzības aģentūra;Ekonomika un uzņēmējdarbība, Transports, Zemkopība, pārtika un mežsaimniecība, ;CSV, XLSX, ;17567 skatījumi;VTUA, piekabes, tehniskā apskate, traktors, traktortehnika, ;https://data.gov.lv/dati/lv/dataset/traktortehnikas-un-tas-piekabju-ikgadejas-valsts-tehniskas-apskates-grafiki-planotas
Valsts budžets;Informācija veidota 3 līmeņos - pirmajā līmenī iespējams iepazīties ar deviņām valsts budžeta ieguldījuma jomām un tām novirzīto finansējumu, tostarp procentuāli. Otrajā līmenī iespējams uzzināt detalizētāku informāciju par ieguldījuma virzieniem katrā no nozarēm, kā arī finansējuma avotiem. Trešais līmenis sniedz informāciju par rezultātiem, kuri sagaidāmi no valsts budžeta finansējuma ieguldīšanas attiecīgajā jomā. Informācija apskatāma gan interaktīvas infografikas veidā, gan datus iespējams lejupielādēt Excel failā.;Finanšu ministrija;Ekonomika un uzņēmējdarbība, Valsts pārvalde, ;XLSX, ;694 skatījumi;budžets, valsts budžets, ;https://data.gov.lv/dati/lv/dataset/valsts-budzets
Approved projects of the EAA/Norway Grants 2014-2021;Approved projects of the EAA/Norway Grants 2014-2021;Finanšu ministrija;Cits;XLS, ;20 skatījumi;EEA grants, Norway grants, ;https://data.gov.lv/dati/lv/dataset/approved-projects-of-the-eaa-norway-grants-2014-2021
Eiropas Ekonomikas zonas (EEZ) un Norvēģijas grantu 2014.-2021. gada perioda apstiprinātie projekti;Eiropas Ekonomikas zonas (EEZ) un Norvēģijas grantu 2014.-2021. gada perioda apstiprinātie projekti;Finanšu ministrija;Cits;XLS, ;21 skatījumi;EEZ grants, Norvēģijas grants, projekti, ;https://data.gov.lv/dati/lv/dataset/eiropas-ekonomikas-zonas-eez-un-norvegijas-grantu-2014-2021-gada-perioda-apstiprinatie-projekti
Jaunatnes starptautisko programmu aģentūras 2019. gada rezultatīvie rādītāji;Dati atspoguļo Jaunatnes starptautisko programmu aģentūras (turpmāk - JSPA) darbības rezultātus,. JSPA īstenotu Eiropas Savienības programmu Erasmus+: Jaunatne darbībā un Eiropas Solidaritātes korpuss projektu informāciju, programmu ietvaros sniegtu atbalsta pasākumu - mācību un cita veida pasākumu, iesaistīto personu skaita informāciju. Tāpat dati sniedz informāciju par citu JSPA administrētu aktivitāšu rezultātiem, tai skaitā projekta PROTI un DARI! iesaistīto jauniešu NEET situācijā skaitu un citiem rezultātiem, Eiropas skolu sadarbības tīkla eTwinnning Latvijas rezultatīvajiem rādītājiem - īstenoto mācību skaitu, pedagogu skaitu, kas reģistrējušies  platformā un izmantojuši sniegtās tabalsta iespējas, projektu skaitu u.c. aktuālus rezultatīvos datus.  Tāpat dati atspoguļo JSPA īstenotas komunikācijas un sasniegtas auditorijas datus.;Jaunatnes starptautisko programmu aģentūra;Izglītība un sports, ;csv, xls, ;40 skatījumi;Eiropas Solidaritāt..., Erasmuspluss, Eurodesk, Jaunatne darbībā, Jaunatnes politikas..., Jaunatnes starptaut..., PROTI un DARI, eTwinning, jaunatnes projekti, mācības, pasākumi, ;https://data.gov.lv/dati/lv/dataset/jaunatnes-starptautisko-programmu-agenturas-2019-gada-rezultativie-raditaji
